filename,canSteering
5184.jpg,-194.55037
5185.jpg,-193.00497
5186.jpg,-224.28952
5187.jpg,-209.89215
5188.jpg,-220.19986
5189.jpg,-233.57153
5190.jpg,-236.31854
5191.jpg,-224.25432
5192.jpg,-222.10373
5193.jpg,-233.7711
5194.jpg,-219.3971
5195.jpg,-239.17804
5196.jpg,-264.8208
5197.jpg,-271.909
5198.jpg,-270.06937
5199.jpg,-270.6506
5200.jpg,-285.78534
5201.jpg,-258.6833
5202.jpg,-248.5126
5203.jpg,-228.13658
5204.jpg,-241.7824
5205.jpg,-228.23288
5206.jpg,-216.11205
5207.jpg,-175.06201
5208.jpg,-171.23456
5209.jpg,-138.61995
5210.jpg,-109.42013
5211.jpg,-95.99439
5212.jpg,-92.53283
5213.jpg,-97.32948
5214.jpg,-76.85244
5215.jpg,-60.600353
5216.jpg,-58.25202
5217.jpg,-43.857952
5218.jpg,-8.319515
5219.jpg,-26.514067
5220.jpg,48.58529
5221.jpg,11.712204
5222.jpg,54.63545
5223.jpg,55.33234
5224.jpg,101.51519
5225.jpg,25.247654
5226.jpg,-3.5720532
5227.jpg,-6.8131037
5228.jpg,6.788321
5229.jpg,-11.695802
5230.jpg,-10.2909775
5231.jpg,-2.3948264
5232.jpg,28.604467
5233.jpg,-1.306869
5234.jpg,7.8113346
5235.jpg,5.567782
5236.jpg,9.065598
5237.jpg,-4.8596134
5238.jpg,-5.130005
5239.jpg,22.46655
5240.jpg,1.055486
5241.jpg,-8.401065
5242.jpg,-25.539574
5243.jpg,-3.519753
5244.jpg,-23.204395
5245.jpg,12.052825
5246.jpg,-2.698977
5247.jpg,-1.0526916
5248.jpg,19.987165
5249.jpg,30.348642
5250.jpg,-5.560311
5251.jpg,31.964024
5252.jpg,25.832859
5253.jpg,25.544605
5254.jpg,31.593323
5255.jpg,8.896962
5256.jpg,5.656071
5257.jpg,24.118057
5258.jpg,36.66915
5259.jpg,28.21963
5260.jpg,27.326363
5261.jpg,4.0462103
5262.jpg,13.259265
5263.jpg,8.373003
5264.jpg,9.543792
5265.jpg,4.271448
5266.jpg,22.531546
5267.jpg,1.2743841
5268.jpg,-1.7939148
5269.jpg,-3.130763
5270.jpg,0.09952957
5271.jpg,8.57816
5272.jpg,-33.84403
5273.jpg,-41.217705
5274.jpg,-30.94787
5275.jpg,-38.78203
5276.jpg,-56.608223
5277.jpg,-57.87663
5278.jpg,-79.58742
5279.jpg,-76.46372
5280.jpg,-94.57415
5281.jpg,-109.51964
5282.jpg,-105.384895
5283.jpg,-127.9558
5284.jpg,-116.042915
5285.jpg,-105.815895
5286.jpg,-108.83775
5287.jpg,-114.38982
5288.jpg,-116.86308
5289.jpg,-131.35516
5290.jpg,-97.17054
5291.jpg,-93.74797
5292.jpg,-98.99931
5293.jpg,-105.51943
5294.jpg,-108.29772
5295.jpg,-91.98229
5296.jpg,-88.22514
5297.jpg,-81.177826
5298.jpg,-98.18068
5299.jpg,-97.89999
5300.jpg,-85.19162
5301.jpg,-64.112526
5302.jpg,-38.858395
5303.jpg,-45.23493
5304.jpg,-63.06119
5305.jpg,-53.022945
5306.jpg,-46.76128
5307.jpg,-46.312813
5308.jpg,-41.48806
5309.jpg,-3.5755327
5310.jpg,-20.695961
5311.jpg,-6.2556367
5312.jpg,-27.36149
5313.jpg,14.844474
5314.jpg,-49.433132
5315.jpg,-9.661486
5316.jpg,-3.5527492
5317.jpg,1.3890717
5318.jpg,8.154393
5319.jpg,15.844095
5320.jpg,12.615074
5321.jpg,13.386135
5322.jpg,11.340598
5323.jpg,8.637191
5324.jpg,13.836915
5325.jpg,18.153284
5326.jpg,26.446964
5327.jpg,13.951681
5328.jpg,-0.10570451
5329.jpg,4.660733
5330.jpg,-23.167114
5331.jpg,-4.706761
5332.jpg,3.4787621
5333.jpg,2.3632345
5334.jpg,8.956887
5335.jpg,4.6647835
5336.jpg,-3.0189044
5337.jpg,14.510689
5338.jpg,5.314268
5339.jpg,-2.4534435
5340.jpg,-7.466976
5341.jpg,-20.047619
5342.jpg,-56.654106
5343.jpg,-22.496546
5344.jpg,-56.403538
5345.jpg,-57.06516
5346.jpg,-3.9115555
5347.jpg,-25.573212
5348.jpg,-23.470732
5349.jpg,-25.520742
5350.jpg,-15.813434
5351.jpg,-30.860325
5352.jpg,-69.828354
5353.jpg,-37.37156
5354.jpg,-67.52524
5355.jpg,-41.61833
5356.jpg,-57.614655
5357.jpg,-53.920574
5358.jpg,-64.45853
5359.jpg,-58.101925
5360.jpg,-50.683517
5361.jpg,-41.0222
5362.jpg,-52.274296
5363.jpg,-30.911457
5364.jpg,-53.821472
5365.jpg,-35.20492
5366.jpg,-39.998768
5367.jpg,-36.4708
5368.jpg,-65.82072
5369.jpg,-43.281513
5370.jpg,-57.487873
5371.jpg,-48.43082
5372.jpg,-58.186985
5373.jpg,-31.455511
5374.jpg,-16.441658
5375.jpg,-24.505714
5376.jpg,-34.13697
5377.jpg,-25.835825
5378.jpg,-37.321842
5379.jpg,-42.687645
5380.jpg,-41.780064
5381.jpg,-33.95463
5382.jpg,-17.988483
5383.jpg,-39.55939
5384.jpg,-24.125172
5385.jpg,-25.579342
5386.jpg,-38.12119
5387.jpg,-52.7407
5388.jpg,-54.759384
5389.jpg,-41.526134
5390.jpg,-37.061863
5391.jpg,-54.419956
5392.jpg,-47.536133
5393.jpg,-29.609667
5394.jpg,-38.73967
5395.jpg,-30.474144
5396.jpg,-35.050903
5397.jpg,-42.476967
5398.jpg,-42.04821
5399.jpg,-42.8332
5400.jpg,-32.02069
5401.jpg,-29.65729
5402.jpg,-20.983978
5403.jpg,-31.020689
5404.jpg,-29.149395
5405.jpg,-25.425058
5406.jpg,-27.813044
5407.jpg,-29.902618
5408.jpg,-26.066328
5409.jpg,-28.980635
5410.jpg,-26.917864
5411.jpg,-32.7478
5412.jpg,-26.805775
5413.jpg,-37.00095
5414.jpg,-25.409904
5415.jpg,-43.654827
5416.jpg,-33.317814
5417.jpg,-28.902351
5418.jpg,-31.342693
5419.jpg,-31.446066
5420.jpg,-42.762363
5421.jpg,-36.72449
5422.jpg,-31.650465
5423.jpg,-33.158867
5424.jpg,-35.517784
5425.jpg,-26.915537
5426.jpg,-17.465727
5427.jpg,-28.767744
5428.jpg,-34.292854
5429.jpg,-30.644627
5430.jpg,-27.578047
5431.jpg,-26.620024
5432.jpg,-36.243523
5433.jpg,-24.974775
5434.jpg,-34.26314
5435.jpg,-27.065262
5436.jpg,-30.50622
5437.jpg,-33.56507
5438.jpg,-23.090693
5439.jpg,-24.344934
5440.jpg,-39.386147
5441.jpg,-34.696873
5442.jpg,-33.20844
5443.jpg,-34.46811
5444.jpg,-28.194363
5445.jpg,-29.026562
5446.jpg,-44.625572
5447.jpg,-41.11199
5448.jpg,-35.09634
5449.jpg,-44.4655
5450.jpg,-32.46908
5451.jpg,-21.863739
5452.jpg,-18.640724
5453.jpg,-39.500317
5454.jpg,-32.132572
5455.jpg,-27.910461
5456.jpg,-34.549137
5457.jpg,-42.138058
5458.jpg,-53.986263
5459.jpg,-49.425053
5460.jpg,-52.423325
5461.jpg,-52.17466
5462.jpg,-60.982716
5463.jpg,-66.83692
5464.jpg,-58.699215
5465.jpg,-64.350006
5466.jpg,-49.02711
5467.jpg,-53.332542
5468.jpg,-41.270943
5469.jpg,-49.716568
5470.jpg,-47.762547
5471.jpg,-46.602936
5472.jpg,-6.2708097
5473.jpg,5.8634496
5474.jpg,11.430216
5475.jpg,-16.295689
5476.jpg,0.5616402
5477.jpg,2.4583962
5478.jpg,11.856257
5479.jpg,91.86579
5480.jpg,69.86778
5481.jpg,81.814766
5482.jpg,68.34493
5483.jpg,72.77732
5484.jpg,85.50097
5485.jpg,58.689533
5486.jpg,90.42668
5487.jpg,100.57622
5488.jpg,101.57423
5489.jpg,73.75757
5490.jpg,65.67676
5491.jpg,63.20006
5492.jpg,84.37402
5493.jpg,94.97415
5494.jpg,85.74815
5495.jpg,97.38534
5496.jpg,86.45081
5497.jpg,106.184875
5498.jpg,87.72882
5499.jpg,67.66983
5500.jpg,75.936455
5501.jpg,64.49071
5502.jpg,78.889015
5503.jpg,92.68636
5504.jpg,67.12805
5505.jpg,67.83638
5506.jpg,73.171005
5507.jpg,81.90206
5508.jpg,71.59753
5509.jpg,75.6896
5510.jpg,66.59447
5511.jpg,61.23536
5512.jpg,58.906174
5513.jpg,67.377525
5514.jpg,59.075977
5515.jpg,57.105305
5516.jpg,51.595913
5517.jpg,61.350414
5518.jpg,61.35321
5519.jpg,67.70947
5520.jpg,98.06188
5521.jpg,48.991856
5522.jpg,78.86326
5523.jpg,76.023125
5524.jpg,-84.04232
5525.jpg,13.663588
5526.jpg,92.47498
5527.jpg,102.39048
5528.jpg,82.16701
5529.jpg,72.261505
5530.jpg,41.736256
5531.jpg,34.21
5532.jpg,44.53553
5533.jpg,35.759026
5534.jpg,-15.952522
5535.jpg,9.59482
5536.jpg,17.922276
5537.jpg,26.192503
5538.jpg,11.836358
5539.jpg,11.097686
5540.jpg,25.10139
5541.jpg,29.65751
5542.jpg,28.52892
5543.jpg,23.78324
5544.jpg,9.24394
5545.jpg,19.623074
5546.jpg,18.31312
5547.jpg,6.7503204
5548.jpg,-10.000495
5549.jpg,5.125632
5550.jpg,-17.07878
5551.jpg,1.9237967
5552.jpg,-5.4275613
5553.jpg,-8.579141
5554.jpg,5.8681817
5555.jpg,-2.4430099
5556.jpg,10.203224
5557.jpg,14.852102
5558.jpg,23.269234
5559.jpg,3.0357716
5560.jpg,9.635985
5561.jpg,-25.021484
5562.jpg,-22.08805
5563.jpg,-27.959839
5564.jpg,-43.879158
5565.jpg,-53.206234
5566.jpg,-60.617332
5567.jpg,-66.869026
5568.jpg,-70.458885
5569.jpg,-94.60199
5570.jpg,-78.06462
5571.jpg,-75.55112
5572.jpg,-73.65908
5573.jpg,-97.54198
5574.jpg,-106.27174
5575.jpg,-103.56906
5576.jpg,-134.44455
5577.jpg,-142.14014
5578.jpg,-155.03607
5579.jpg,-41.5044
5580.jpg,-108.26567
5581.jpg,-105.18086
5582.jpg,-111.11721
5583.jpg,-118.41922
5584.jpg,-153.29779
5585.jpg,-117.322624
5586.jpg,-131.17651
5587.jpg,-116.28883
5588.jpg,-153.08243
5589.jpg,-129.38672
5590.jpg,-146.60599
5591.jpg,-109.00621
5592.jpg,-58.83309
5593.jpg,-73.61489
5594.jpg,-53.795708
5595.jpg,-9.281489
5596.jpg,13.02639
5597.jpg,25.797249
5598.jpg,67.43247
5599.jpg,79.58044
5600.jpg,85.74111
5601.jpg,86.84321
5602.jpg,80.31679
5603.jpg,113.28097
5604.jpg,128.04199
5605.jpg,131.211
5606.jpg,145.02684
5607.jpg,169.31729
5608.jpg,174.85367
5609.jpg,190.29358
5610.jpg,182.75421
5611.jpg,215.09727
5612.jpg,220.14792
5613.jpg,207.67908
5614.jpg,199.41245
5615.jpg,195.52483
5616.jpg,218.94151
5617.jpg,222.26389
5618.jpg,229.58278
5619.jpg,220.86302
5620.jpg,197.04486
5621.jpg,190.13844
5622.jpg,186.01935
5623.jpg,151.51984
5624.jpg,163.49211
5625.jpg,180.57825
5626.jpg,109.334946
5627.jpg,82.547264
5628.jpg,82.48276
5629.jpg,81.65804
5630.jpg,60.2863
5631.jpg,43.888004
5632.jpg,-3.5715823
5633.jpg,7.0193076
5634.jpg,-19.760303
5635.jpg,-27.527088
5636.jpg,-30.421299
5637.jpg,-10.616906
5638.jpg,-25.346773
5639.jpg,-27.070131
5640.jpg,-23.008493
5641.jpg,-24.51362
5642.jpg,-22.956867
5643.jpg,-20.74705
5644.jpg,-21.68389
5645.jpg,-19.00355
5646.jpg,-19.201508
5647.jpg,-24.400995
5648.jpg,-25.431345
5649.jpg,-16.814285
5650.jpg,-16.919832
5651.jpg,-17.321074
5652.jpg,-21.508364
5653.jpg,-16.165
5654.jpg,-17.051481
5655.jpg,-25.706057
5656.jpg,-22.262766
5657.jpg,-14.646262
5658.jpg,-17.130808
5659.jpg,-12.823903
5660.jpg,-27.17708
5661.jpg,-22.816324
5662.jpg,-17.13205
5663.jpg,-14.761389
5664.jpg,-44.811436
5665.jpg,-49.52614
5666.jpg,-38.068356
5667.jpg,-37.273518
5668.jpg,-71.80466
5669.jpg,-61.38955
5670.jpg,-69.5585
5671.jpg,-53.34738
5672.jpg,-47.83939
5673.jpg,-58.015045
5674.jpg,-52.215744
5675.jpg,-55.69566
5676.jpg,-50.888893
5677.jpg,-57.574303
5678.jpg,-50.621037
5679.jpg,-45.26763
5680.jpg,-51.75606
5681.jpg,-37.86217
5682.jpg,-12.927859
5683.jpg,-6.1802583
5684.jpg,-16.149035
5685.jpg,-26.057793
5686.jpg,-29.731403
5687.jpg,-38.472904
5688.jpg,-52.941246
5689.jpg,-47.233826
5690.jpg,-35.930473
5691.jpg,-21.954315
5692.jpg,-7.249051
5693.jpg,28.804308
5694.jpg,-21.406324
5695.jpg,-25.253418
5696.jpg,-24.676882
5697.jpg,-34.398712
5698.jpg,-51.358925
5699.jpg,-56.90748
5700.jpg,-51.42258
5701.jpg,-38.443707
5702.jpg,-36.34114
5703.jpg,2.027995
5704.jpg,64.27791
5705.jpg,-30.183939
5706.jpg,-22.84885
5707.jpg,-15.479727
5708.jpg,48.731873
5709.jpg,81.67777
5710.jpg,-12.407965
5711.jpg,6.734111
5712.jpg,68.25199
5713.jpg,-7.085982
5714.jpg,-8.005951
5715.jpg,-17.472675
5716.jpg,-13.94997
5717.jpg,13.225492
5718.jpg,-4.883593
5719.jpg,0.041682474
5720.jpg,-21.784122
5721.jpg,-20.61647
5722.jpg,-0.18655875
5723.jpg,19.209772
5724.jpg,1.6945064
5725.jpg,-10.307593
5726.jpg,9.665454
5727.jpg,-4.037958
5728.jpg,-2.2498941
5729.jpg,-5.4520035
5730.jpg,-15.384404
5731.jpg,-10.721699
5732.jpg,5.583049
5733.jpg,-7.7095065
5734.jpg,-9.028324
5735.jpg,8.845997
5736.jpg,17.193449
5737.jpg,8.662481
5738.jpg,-2.8870804
5739.jpg,-1.7239276
5740.jpg,-9.837697
5741.jpg,-13.437058
5742.jpg,-12.668226
5743.jpg,-11.952935
5744.jpg,-13.825542
5745.jpg,-10.777917
5746.jpg,-15.109258
5747.jpg,-12.03967
5748.jpg,-10.425041
5749.jpg,-23.70974
5750.jpg,-19.686295
5751.jpg,-13.142785
5752.jpg,-15.285176
5753.jpg,-16.968855
5754.jpg,-20.841848
5755.jpg,-19.674131
5756.jpg,-16.412228
5757.jpg,-14.746057
5758.jpg,-10.252116
5759.jpg,-15.254771
5760.jpg,-11.985078
5761.jpg,-9.883156
5762.jpg,-8.540257
5763.jpg,-11.285666
5764.jpg,-5.886316
5765.jpg,-9.191247
5766.jpg,-7.632443
5767.jpg,-8.084598
5768.jpg,-12.022928
5769.jpg,-10.125945
5770.jpg,-9.415984
5771.jpg,-7.1505218
5772.jpg,-14.004127
5773.jpg,-15.190642
5774.jpg,-13.622615
5775.jpg,-9.864434
5776.jpg,-21.982952
5777.jpg,11.759541
5778.jpg,-12.254324
5779.jpg,35.50728
5780.jpg,-0.3198169
5781.jpg,24.485271
5782.jpg,17.509468
5783.jpg,22.089497
5784.jpg,33.913033
5785.jpg,35.729286
5786.jpg,30.655996
5787.jpg,25.36612
5788.jpg,20.739305
5789.jpg,24.243202
5790.jpg,27.276962
5791.jpg,22.08912
5792.jpg,19.595032
5793.jpg,13.619129
5794.jpg,17.154255
5795.jpg,-10.618693
5796.jpg,8.614712
5797.jpg,2.2350092
5798.jpg,8.534655
5799.jpg,-9.464569
5800.jpg,-1.1271932
5801.jpg,-1.8154832
5802.jpg,-0.5166396
5803.jpg,6.70137
5804.jpg,1.664037
5805.jpg,2.507878
5806.jpg,20.841274
5807.jpg,7.487377
5808.jpg,0.80833703
5809.jpg,-5.9329896
5810.jpg,-2.1936214
5811.jpg,-7.9814954
5812.jpg,-3.483353
5813.jpg,-7.4956827
5814.jpg,-8.240736
5815.jpg,-29.992376
5816.jpg,-41.430264
5817.jpg,-38.61025
5818.jpg,0.6590971
5819.jpg,5.3545523
5820.jpg,-2.014478
5821.jpg,-3.988094
5822.jpg,-1.9644828
5823.jpg,-2.3372264
5824.jpg,1.7772642
5825.jpg,0.9795186
5826.jpg,-5.2544775
5827.jpg,-41.00678
5828.jpg,-3.0330167
5829.jpg,-16.561989
5830.jpg,-18.588602
5831.jpg,-28.119884
5832.jpg,-39.704704
5833.jpg,-28.58407
5834.jpg,-27.313118
5835.jpg,4.462867
5836.jpg,-1.1826855
5837.jpg,14.691578
5838.jpg,-5.4643025
5839.jpg,-0.16623941
5840.jpg,-5.96114
5841.jpg,-22.144049
5842.jpg,-17.005297
5843.jpg,-6.4195924
5844.jpg,9.006145
5845.jpg,4.3697367
5846.jpg,0.3447803
5847.jpg,1.1052452
5848.jpg,0.3594281
5849.jpg,0.9332993
5850.jpg,-0.13674423
5851.jpg,-0.18211427
5852.jpg,0.126576
5853.jpg,0.64597374
5854.jpg,-0.60785204
5855.jpg,-0.34701103
5856.jpg,0.16856119
5857.jpg,-0.4664305
5858.jpg,0.7037851
5859.jpg,-0.29587868
5860.jpg,-3.448065
5861.jpg,-2.3446717
5862.jpg,-1.7242725
5863.jpg,-9.029814
5864.jpg,-54.301365
5865.jpg,-29.119623
5866.jpg,-35.89768
5867.jpg,8.249732
5868.jpg,-4.514854
5869.jpg,-2.4214535
5870.jpg,-26.521156
5871.jpg,-7.5688157
5872.jpg,-4.7384386
5873.jpg,-3.8530369
5874.jpg,7.638217
5875.jpg,-80.19098
5876.jpg,-69.993034
5877.jpg,-67.293915
5878.jpg,-73.31302
5879.jpg,-56.42686
5880.jpg,-60.050655
5881.jpg,-65.666916
5882.jpg,-54.81098
5883.jpg,-70.3565
5884.jpg,-105.908775
5885.jpg,-102.2318
5886.jpg,-105.273964
5887.jpg,-104.16147
5888.jpg,-102.87996
5889.jpg,-81.22036
5890.jpg,-118.32345
5891.jpg,-130.83401
5892.jpg,-140.05136
5893.jpg,-134.32695
5894.jpg,-142.32681
5895.jpg,-114.56339
5896.jpg,-123.76069
5897.jpg,-117.43504
5898.jpg,-99.26856
5899.jpg,-79.23107
5900.jpg,-92.19094
5901.jpg,-57.86821
5902.jpg,-76.06444
5903.jpg,-19.795649
5904.jpg,32.50357
5905.jpg,49.46674
5906.jpg,53.73764
5907.jpg,56.57649
5908.jpg,70.05101
5909.jpg,95.97927
5910.jpg,101.25894
5911.jpg,108.771385
5912.jpg,116.94766
5913.jpg,133.6528
5914.jpg,127.07334
5915.jpg,149.07411
5916.jpg,161.08937
5917.jpg,159.07161
5918.jpg,146.16081
5919.jpg,142.29366
5920.jpg,158.68742
5921.jpg,171.1631
5922.jpg,154.22665
5923.jpg,165.51376
5924.jpg,150.32538
5925.jpg,155.78789
5926.jpg,135.01917
5927.jpg,108.168
5928.jpg,126.946846
5929.jpg,115.98433
5930.jpg,116.55729
5931.jpg,83.8144
5932.jpg,29.887476
5933.jpg,-3.7894967
5934.jpg,14.8999605
5935.jpg,0.91564906
5936.jpg,54.774353
5937.jpg,8.80019
5938.jpg,141.1705
5939.jpg,203.79393
5940.jpg,191.08662
5941.jpg,190.07352
5942.jpg,214.72383
5943.jpg,209.01448
5944.jpg,212.42256
5945.jpg,239.47557
5946.jpg,243.87035
5947.jpg,246.47122
5948.jpg,228.8054
5949.jpg,275.8539
5950.jpg,253.87572
5951.jpg,217.83005
5952.jpg,241.98155
5953.jpg,225.75961
5954.jpg,186.77428
5955.jpg,153.7087
5956.jpg,178.25926
5957.jpg,174.77888
5958.jpg,53.62398
5959.jpg,-42.248024
5960.jpg,-56.08245
5961.jpg,-51.566414
5962.jpg,-74.909836
5963.jpg,-69.57454
5964.jpg,-65.948135
5965.jpg,-72.16978
5966.jpg,-52.70505
5967.jpg,-70.520805
5968.jpg,-61.935352
5969.jpg,-63.66271
5970.jpg,-63.58754
5971.jpg,-55.24244
5972.jpg,-70.62537
5973.jpg,-49.859028
5974.jpg,-57.67177
5975.jpg,-59.109135
5976.jpg,-47.377453
5977.jpg,7.4551244
5978.jpg,66.67498
5979.jpg,-3.6252708
5980.jpg,-3.1733067
5981.jpg,-3.8201122
5982.jpg,-7.6690826
5983.jpg,-5.7675724
5984.jpg,-41.411987
5985.jpg,2.2939403
5986.jpg,-0.8057803
5987.jpg,-9.723446
5988.jpg,-9.062674
5989.jpg,-7.1947074
5990.jpg,-3.1544714
5991.jpg,13.49285
5992.jpg,-6.70569
5993.jpg,44.631584
5994.jpg,73.12234
5995.jpg,17.4648
5996.jpg,-2.155251
5997.jpg,-1.4040025
5998.jpg,-10.237751
5999.jpg,-4.80621
6000.jpg,-8.851895
6001.jpg,-39.610313
6002.jpg,-63.946705
6003.jpg,-74.00964
6004.jpg,-55.602547
6005.jpg,-93.570595
6006.jpg,-107.834496
6007.jpg,-92.90355
6008.jpg,-96.57005
6009.jpg,-85.12691
6010.jpg,-107.69701
6011.jpg,-69.69346
6012.jpg,-64.12446
6013.jpg,-66.10042
6014.jpg,-43.596775
6015.jpg,-49.544395
6016.jpg,-71.5003
6017.jpg,-28.603857
6018.jpg,9.000075
6019.jpg,-6.4050384
6020.jpg,26.993711
6021.jpg,34.681343
6022.jpg,68.55279
6023.jpg,60.735813
6024.jpg,57.04611
6025.jpg,57.370075
6026.jpg,42.334263
6027.jpg,3.8837528
6028.jpg,12.13128
6029.jpg,0.8032399
6030.jpg,14.560346
6031.jpg,5.606916
6032.jpg,76.233955
6033.jpg,2.088916
6034.jpg,-5.9811683
6035.jpg,32.348633
6036.jpg,27.764765
6037.jpg,72.17081
6038.jpg,121.338585
6039.jpg,-26.270952
6040.jpg,-37.563892
6041.jpg,-47.74742
6042.jpg,-63.163883
6043.jpg,-82.262856
6044.jpg,-68.26805
6045.jpg,-80.9956
6046.jpg,-85.795586
6047.jpg,-101.7961
6048.jpg,-111.39647
6049.jpg,-96.440475
6050.jpg,-77.05314
6051.jpg,-74.247154
6052.jpg,-66.224556
6053.jpg,-59.810482
6054.jpg,-74.917015
6055.jpg,-81.68514
6056.jpg,-98.01283
6057.jpg,-82.21811
6058.jpg,-75.08378
6059.jpg,-59.36414
6060.jpg,-78.885925
6061.jpg,-71.03141
6062.jpg,-80.244064
6063.jpg,-86.252815
6064.jpg,-94.84418
6065.jpg,-70.09434
6066.jpg,-60.094936
6067.jpg,-79.86659
6068.jpg,-74.331345
6069.jpg,-84.71893
6070.jpg,-117.80898
6071.jpg,-99.318054
6072.jpg,-106.57673
6073.jpg,-113.70298
6074.jpg,-114.17508
6075.jpg,-95.24386
6076.jpg,-105.37009
6077.jpg,-99.81508
6078.jpg,-92.03115
6079.jpg,-87.271095
6080.jpg,-107.92205
6081.jpg,-92.479805
6082.jpg,-96.88451
6083.jpg,-123.14671
6084.jpg,-144.98746
6085.jpg,-143.47083
6086.jpg,-120.30279
6087.jpg,-100.490555
6088.jpg,-76.12463
6089.jpg,-86.3087
6090.jpg,-32.317863
6091.jpg,-42.775646
6092.jpg,-62.236713
6093.jpg,-120.743164
6094.jpg,-173.42967
6095.jpg,-156.57436
6096.jpg,-132.62083
6097.jpg,-132.66156
6098.jpg,-137.1704
6099.jpg,-139.35529
6100.jpg,-128.17245
6101.jpg,-130.28401
6102.jpg,-129.25641
6103.jpg,-83.210625
6104.jpg,-84.46094
6105.jpg,-81.081024
6106.jpg,-85.17924
6107.jpg,-78.176384
6108.jpg,-66.91138
6109.jpg,-60.455673
6110.jpg,-57.26997
6111.jpg,-0.84462136
6112.jpg,-5.854093
6113.jpg,-15.540419
6114.jpg,-8.890203
6115.jpg,-39.047287
6116.jpg,-62.038437
6117.jpg,-54.337666
6118.jpg,-81.90159
6119.jpg,-43.51313
6120.jpg,-26.42937
6121.jpg,-1.4564574
6122.jpg,-0.56623405
6123.jpg,-10.608195
6124.jpg,-23.298368
6125.jpg,-40.757664
6126.jpg,-55.093575
6127.jpg,-39.324947
6128.jpg,-58.67377
6129.jpg,-60.32293
6130.jpg,-82.41477
6131.jpg,-79.38405
6132.jpg,-79.67595
6133.jpg,-76.775185
6134.jpg,-80.19189
6135.jpg,-73.63435
6136.jpg,-75.468864
6137.jpg,-77.2925
6138.jpg,-71.67268
6139.jpg,-73.622986
6140.jpg,-50.530643
6141.jpg,-55.312855
6142.jpg,-47.276043
6143.jpg,-50.762474
6144.jpg,-37.32162
6145.jpg,-49.802883
6146.jpg,-34.11298
6147.jpg,-21.266567
6148.jpg,-23.347101
6149.jpg,1.970001
6150.jpg,58.911728
6151.jpg,67.18454
6152.jpg,66.2812
6153.jpg,73.59069
6154.jpg,103.79116
6155.jpg,92.58508
6156.jpg,150.73395
6157.jpg,196.52773
6158.jpg,145.29399
6159.jpg,221.61389
6160.jpg,234.43552
6161.jpg,263.2758
6162.jpg,277.49734
6163.jpg,154.98294
6164.jpg,222.66475
6165.jpg,212.31386
6166.jpg,126.84249
6167.jpg,91.34689
6168.jpg,240.27281
6169.jpg,210.97388
6170.jpg,257.92053
6171.jpg,228.24915
6172.jpg,181.48074
6173.jpg,196.91904
6174.jpg,204.58919
6175.jpg,191.85081
6176.jpg,178.64153
6177.jpg,160.54659
6178.jpg,125.42526
6179.jpg,104.6227
6180.jpg,61.273872
6181.jpg,76.47732
6182.jpg,61.437267
6183.jpg,52.546738
6184.jpg,58.269905
6185.jpg,49.407562
6186.jpg,21.483526
6187.jpg,64.81305
6188.jpg,13.959369
6189.jpg,28.948746
6190.jpg,13.588178
6191.jpg,49.780464
6192.jpg,-24.853573
6193.jpg,-24.696903
6194.jpg,-29.95648
6195.jpg,95.20405
6196.jpg,-50.149124
6197.jpg,-2.0879672
6198.jpg,8.920076
6199.jpg,21.161453
6200.jpg,19.419514
6201.jpg,2.493376
6202.jpg,37.461704
6203.jpg,34.756977
6204.jpg,-5.7222476
6205.jpg,2.3196807
6206.jpg,-30.522377
6207.jpg,-19.44326
6208.jpg,-10.736687
6209.jpg,-19.50844
6210.jpg,-15.066642
6211.jpg,-26.937029
6212.jpg,-9.073984
6213.jpg,-1.7179601
6214.jpg,-1.5911237
6215.jpg,-20.570324
6216.jpg,-33.03811
6217.jpg,-41.403347
6218.jpg,-6.236853
6219.jpg,-33.504528
6220.jpg,31.827112
6221.jpg,-29.847843
6222.jpg,-11.088726
6223.jpg,-3.2999258
6224.jpg,10.666064
6225.jpg,150.337
6226.jpg,143.16087
6227.jpg,-16.347971
6228.jpg,-2.985631
6229.jpg,-17.302961
6230.jpg,11.431392
6231.jpg,-7.0821443
6232.jpg,14.950351
6233.jpg,-10.887238
6234.jpg,-31.49846
6235.jpg,-1.1317993
6236.jpg,21.85398
6237.jpg,-26.984476
6238.jpg,-25.380571
6239.jpg,21.798264
6240.jpg,14.904013
6241.jpg,24.825397
6242.jpg,0.4636383
6243.jpg,27.109442
6244.jpg,-65.552345
6245.jpg,-53.526073
6246.jpg,-54.20574
6247.jpg,-42.334583
6248.jpg,-36.335243
6249.jpg,-26.187616
6250.jpg,-58.73705
6251.jpg,-49.688156
6252.jpg,-27.346708
6253.jpg,-41.941315
6254.jpg,-56.299694
6255.jpg,-69.2697
6256.jpg,-48.234715
6257.jpg,-54.32935
6258.jpg,-59.3041
6259.jpg,-69.95475
6260.jpg,-78.9128
6261.jpg,-80.44149
6262.jpg,-87.16515
6263.jpg,-81.37547
6264.jpg,-71.43926
6265.jpg,-65.317764
6266.jpg,-78.08507
6267.jpg,-24.692421
6268.jpg,-68.57553
6269.jpg,-58.463818
6270.jpg,-88.938416
6271.jpg,-96.0291
6272.jpg,-121.621735
6273.jpg,-111.09437
6274.jpg,-134.38463
6275.jpg,-134.0489
6276.jpg,-146.0817
6277.jpg,-155.70189
6278.jpg,-148.64023
6279.jpg,-147.50726
